Train;Tunis Ville;Manouba;Jedeida;Chaouat;Sidi Othman;Ain Ghelal;Mateur;Tinja;La Pecherie;Bizerte
1/19;15:15;15:38;16:00;16:09;16:21;16:40;17:03;17:28;17:53;18:01
